time,amplitude
0.0,0.0746261476916618
0.001,0.342826294491266
0.002,0.5353330511314099
0.003,0.8737929269794488
0.004,0.8995608722613575
0.005,1.314153374747036
0.006,1.5210680080128753
0.007,1.2829551814554483
0.008,1.7563580442847315
0.009000000000000001,1.7670471616068548
0.01,1.9137252603088488
0.011,2.203504729574027
0.012,2.2613945818112646
0.013000000000000001,2.416008694019172
0.014,2.2586569721510035
0.015,2.135547539976174
0.016,2.1315510005363234
0.017,1.9802318504061585
0.018000000000000002,2.136178874698345
0.019,1.9872795327653547
0.02,1.762064298065823
0.021,1.740918868244607
0.022,1.6300538546813417
0.023,1.2834439049239283
0.024,1.3737228060749105
0.025,1.0080761184406604
0.026000000000000002,0.8706436933143247
0.027,0.547691463005849
0.028,0.4604630317852903
0.029,0.11517034806086779
0.03,0.03692044482573412
0.031,-0.19711885434607834
0.032,-0.3614148837942587
0.033,-0.45927597372351975
0.034,-0.5690017022254021
0.035,-0.6257890436733191
0.036000000000000004,-0.6044040756835887
0.037,-0.6222341471218658
0.038,-0.7550772138299504
0.039,-0.9664131960394027
0.04,-0.6529344845487134
0.041,-0.9639382226957137
0.042,-0.8557310720280086
0.043000000000000003,-0.777965374218699
0.044,-0.5896967737760858
0.045,-0.5429820820636732
0.046,-0.3999895092554518
0.047,-0.3174660249382979
0.048,-0.25576111346039965
0.049,-0.14369044222448316
0.05,0.07678668998369628
0.051000000000000004,0.28989325770299035
0.052000000000000005,0.15438453277170922
0.053,0.47019868382386343
0.054,0.5574856665607892
0.055,0.5952857109379105
0.056,0.7448124215386879
0.057,0.7255751617134071
0.058,0.8854647932822671
0.059000000000000004,0.914710215142236
0.06,0.8609793529721791
0.061,0.9511935749932654
0.062,0.8097149304714436
0.063,0.6956369577145617
0.064,0.8136988273151882
0.065,0.5699421160434549
0.066,0.5037441264198979
0.067,0.32818805757863473
0.068,0.17587033485306658
0.069,0.017645497369314617
0.07,-0.053434373236780436
0.07100000000000001,-0.3580897517388562
0.07200000000000001,-0.40151516644237856
0.073,-0.4577852759754601
0.074,-0.7529504794281852
0.075,-0.9550257504557803
0.076,-1.0697705160460649
0.077,-1.3450645275579236
0.078,-1.4443586613707047
0.079,-1.6885282436117424
0.08,-1.80172087113458
0.081,-1.8437121539962908
0.082,-2.146633353269181
0.083,-1.9695157115433246
0.084,-2.096294043296258
0.085,-2.1018707679607203
0.08600000000000001,-2.268059930323763
0.08700000000000001,-2.273804999740091
0.088,-1.9948124019002462
0.089,-2.1216740952561226
0.09,-1.8559975081599516
0.091,-1.8998879213201298
0.092,-1.7763282427945666
0.093,-1.6321264697802265
0.094,-1.3564056163761857
0.095,-1.2507252224334673
0.096,-0.7891375676045006
0.097,-0.8444690888418884
0.098,-0.47019767450972283
0.099,-0.1982512491440782
0.1,0.1262033092858096
0.101,0.25340145291569766
0.10200000000000001,0.2661083181067102
0.10300000000000001,0.5749137253275616
0.10400000000000001,1.1128487626921628
0.105,1.327243755181062
0.106,1.396612411403005
0.107,1.4880164586384974
0.108,1.855369476152884
0.109,1.9101055818573296
0.11,2.0536129317482246
0.111,2.1661221850912833
0.112,2.016243847023045
0.113,2.3046484116302994
0.114,2.382124743687076
0.115,2.151580252181207
0.116,2.2665952652594825
0.117,2.0205234604832896
0.11800000000000001,2.066640294161199
0.11900000000000001,2.001335674065609
0.12,1.9109675538411552
0.121,1.7162077523229629
0.122,1.5686497490937132
0.123,1.448689879533333
0.124,1.0567964776181018
0.125,1.1544424087882676
0.126,0.9259826077171464
0.127,0.5116137119041803
0.128,0.3645295416065263
0.129,0.06315371728076469
0.13,-0.0037360840939095474
0.131,0.0006258781598752483
0.132,-0.19715913438514912
0.133,-0.3551083243360181
0.134,-0.5464591825889524
0.135,-0.566937117536341
0.136,-0.7018255840917598
0.137,-0.6313965895814057
0.138,-0.8338058491833453
0.139,-0.98301379532657
0.14,-0.9032081067051804
0.14100000000000001,-0.7239510150142816
0.14200000000000002,-0.5310162190181622
0.14300000000000002,-0.4597359237569875
0.14400000000000002,-0.6525325243241976
0.145,-0.5852687427442017
0.146,-0.4304369417222743
0.147,-0.3837975960894603
0.148,-0.24974778439217363
0.149,-0.07298267117858503
0.15,0.18948854679393942
0.151,0.15288740449800703
0.152,0.28296815534317055
0.153,0.265240627990098
0.154,0.43662160096646635
0.155,0.7517257039109048
0.156,0.6297416869412427
0.157,0.5748297154402617
0.158,0.8731775865779278
0.159,0.9091724436385935
0.16,0.932919798692498
0.161,0.9727496400306218
0.162,0.9064469609059205
0.163,0.7107357831551323
0.164,0.7483894411692442
0.165,0.47296213413078525
0.166,0.5635231880456641
0.167,0.37589902286389376
0.168,0.22871110123502653
0.169,0.05261315771544303
0.17,-0.20208348066365062
0.171,-0.42501979451200517
0.17200000000000001,-0.29164661524171126
0.17300000000000001,-0.8302102099074766
0.17400000000000002,-0.7625467342837624
0.17500000000000002,-1.0141597046200204
0.176,-1.389109493163833
0.177,-1.3344230202251721
0.178,-1.5803982644168177
0.179,-1.6698316509394253
0.18,-1.9144793628933543
0.181,-2.0401182549514987
0.182,-2.021195216664776
0.183,-2.0787801140895374
0.184,-2.2855027644002517
0.185,-2.200671718002927
0.186,-2.2236867946261305
0.187,-2.187829969512052
0.188,-2.3650388650950513
0.189,-2.1199280827167817
0.19,-2.164700192542985
0.191,-1.9599727520711379
0.192,-1.7747719022025927
0.193,-1.5417524893684404
0.194,-1.4193849992784549
0.195,-1.2323213495696586
0.196,-0.9753986354676157
0.197,-0.6856216868103876
0.198,-0.5911318290573422
0.199,-0.23833686430706727
0.2,-0.018426264532103553
0.201,0.29376937809902814
0.202,0.6914247766292008
0.203,0.7452137736968589
0.20400000000000001,0.9362284033235695
0.20500000000000002,1.104299554906718
0.20600000000000002,1.5178737223250152
0.20700000000000002,1.5183334012997438
0.20800000000000002,1.7537120472383898
0.209,1.8209285108469013
0.21,2.095822557189637
0.211,2.2254462714970615
0.212,2.2386246060818342
0.213,2.2146719475477745
0.214,2.3046346446517263
0.215,2.134230254057602
0.216,2.312724015499318
0.217,2.1771964664819254
0.218,1.9385757044275445
0.219,2.059742632895153
0.22,1.916111074950857
0.221,1.688827342019067
0.222,1.8546538402529105
0.223,1.310854209209494
0.224,1.3637312924801486
0.225,0.868545569567473
0.226,0.8206552767749398
0.227,0.7254221475360237
0.228,0.3120232143209069
0.229,0.1394318626073831
0.23,0.1506278077734919
0.231,-0.2881664541079091
0.232,-0.13017278834469037
0.233,-0.43677827123694646
0.234,-0.5460362829050861
0.23500000000000001,-0.6926454603477296
0.23600000000000002,-0.6209826695562242
0.23700000000000002,-0.7931355941749232
0.23800000000000002,-0.8603653297044364
0.23900000000000002,-0.9553708652413881
0.24,-0.851500447118307
0.241,-0.7565164121051923
0.242,-0.7300988679619368
0.243,-0.7531337297461032
0.244,-0.6171570420017336
0.245,-0.5471881991321993
0.246,-0.5665670546215626
0.247,-0.37747021088160965
0.248,-0.31920361030480754
0.249,-0.0275276649613702
0.25,0.015245089682900398
0.251,0.11459810685710214
0.252,0.34290754404176416
0.253,0.43544451444245524
0.254,0.54745795146012
0.255,0.6853631906175803
