time,amplitude
0.0,-0.10457586195998372
0.001,0.1538799478415679
0.002,0.07738183675970976
0.003,0.23486865860100897
0.004,0.29512985705391237
0.005,0.34428858625048336
0.006,0.37887205626976617
0.007,0.46790496170289964
0.008,0.5067970954017168
0.009000000000000001,0.6690307749566978
0.01,0.3644913157171398
0.011,0.6605013068279477
0.012,0.8054360269942421
0.013000000000000001,0.9227159718564819
0.014,0.7939893078142807
0.015,0.6571531517437739
0.016,0.6954365754616895
0.017,0.6901808139245115
0.018000000000000002,0.7993909386450305
0.019,0.9118075323611747
0.02,0.9323468249444086
0.021,0.9797854437198203
0.022,0.916602819672984
0.023,1.0049648382206526
0.024,1.1389591484853703
0.025,1.0879066456487598
0.026000000000000002,1.0262144235793242
0.027,0.8178726301765187
0.028,0.8717629294402527
0.029,0.8324573158292408
0.03,0.6970444167856362
0.031,1.0707808910292522
0.032,1.0145452453535961
0.033,0.8831704016935504
0.034,0.5888274877427988
0.035,0.7123347327030443
0.036000000000000004,0.7568999150710912
0.037,0.8005358231940107
0.038,0.9166682329622047
0.039,0.6902800909661072
0.04,0.5961878332957562
0.041,0.5923294894617017
0.042,0.5584738839677938
0.043000000000000003,0.3355479327152838
0.044,0.41175734077944937
0.045,0.3940771368818815
0.046,0.3457516620811008
0.047,0.015160609466971592
0.048,0.039026551463824416
0.049,0.15235552362718524
0.05,0.02144910269915146
0.051000000000000004,0.040374195747873376
0.052000000000000005,-0.11588094818045237
0.053,-0.02307264130233308
0.054,-0.2950325199294104
0.055,-0.24871465254980535
0.056,-0.5933473971560888
0.057,-0.4319316370148779
0.058,-0.44952753118962774
0.059000000000000004,-0.6405814674827424
0.06,-0.5036660415002466
0.061,-0.6665442903693148
0.062,-0.5753308411169497
0.063,-0.7835527745568589
0.064,-0.8307722392372687
0.065,-0.7661434833632482
0.066,-0.7551053716524737
0.067,-0.7931361588472059
0.068,-0.8411960401821328
0.069,-1.02032502691796
0.07,-0.8546698715812886
0.07100000000000001,-0.7627634863443965
0.07200000000000001,-0.9642691480986063
0.073,-0.9301690612491263
0.074,-1.016681279561886
0.075,-1.0734534458604539
0.076,-0.8845840248434523
0.077,-1.108470685248904
0.078,-1.0007930665432145
0.079,-0.9219938973175346
0.08,-0.9715943510478962
0.081,-0.9020302682516712
0.082,-0.8812240243433906
0.083,-1.037021410822328
0.084,-0.7918176388950229
0.085,-0.8091605867036676
0.08600000000000001,-0.8447909327967316
0.08700000000000001,-0.6732376468646537
0.088,-0.5481332988755796
0.089,-0.7021807687057735
0.09,-0.5499849462346894
0.091,-0.37474575906566554
0.092,-0.4326861780986187
0.093,-0.36956262276662644
0.094,-0.35654121213618883
0.095,-0.43108966510653335
0.096,-0.03656106932989778
0.097,-0.11463522852311638
0.098,-0.2662456373127764
0.099,-0.09844345067463525
0.1,0.04169379580474989
0.101,0.22291130711693824
0.10200000000000001,0.0386207623692196
0.10300000000000001,0.2160137278468085
0.10400000000000001,0.37094042550877393
0.105,0.17480008769289657
0.106,0.3226906687410996
0.107,0.30024693190967056
0.108,0.3509851402894566
0.109,0.5012793788833771
0.11,0.7439257100647475
0.111,0.5751399001190733
0.112,0.718565648978444
0.113,0.43313649915576624
0.114,1.0841908936797118
0.115,0.7137499407807255
0.116,0.68792315051713
0.117,0.9706067625084844
0.11800000000000001,0.9810347320242756
0.11900000000000001,0.97031319311271
0.12,0.9503965194191452
0.121,1.0223380121755643
0.122,1.101112453009683
0.123,1.0191065552781202
0.124,1.02947148915882
0.125,1.0793160656508203
0.126,1.093685200343766
0.127,0.9904430475027866
0.128,0.8454864221643332
0.129,0.9619898549196787
0.13,0.9012695043246135
0.131,0.842422530762621
0.132,0.8625092156729116
0.133,0.7741578918690141
0.134,0.9142073847209804
0.135,0.753655807733666
0.136,0.8896341350884891
0.137,0.695445263564243
