timestamp,rms_value
2026-03-01 00:00:00,1.157404333427572
2026-03-02 00:00:00,1.0471142240827698
2026-03-03 00:00:00,0.9952185576022151
2026-03-04 00:00:00,0.8928597504688736
2026-03-05 00:00:00,1.0550445740741463
2026-03-06 00:00:00,1.0568368046365582
2026-03-07 00:00:00,0.8537697235669536
2026-03-08 00:00:00,1.0855429963832208
2026-03-09 00:00:00,1.0306005688664963
2026-03-10 00:00:00,0.946670770060406
2026-03-11 00:00:00,0.9321910434096243
2026-03-12 00:00:00,1.0017912588164537
2026-03-13 00:00:00,0.868918622082937
2026-03-14 00:00:00,1.0428824477967638
2026-03-15 00:00:00,0.8197084015914448
2026-03-16 00:00:00,0.9406880957033427
2026-03-17 00:00:00,1.114778879463755
2026-03-18 00:00:00,1.088776035935416
2026-03-19 00:00:00,1.0415582750748615
2026-03-20 00:00:00,1.0639672783760894
2026-03-21 00:00:00,0.8717221988165398
2026-03-22 00:00:00,0.9095838537460443
2026-03-23 00:00:00,0.9376991532483687
2026-03-24 00:00:00,1.0510404480651567
2026-03-25 00:00:00,0.861585354148059
2026-03-26 00:00:00,1.0339348888810151
2026-03-27 00:00:00,0.9754834118103723
2026-03-28 00:00:00,1.0626227959348304
2026-03-29 00:00:00,1.0707274153030295
2026-03-30 00:00:00,1.019280861921886
