mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,rms,kurtosis
-0.6647222673082802,-0.29195580324964715,-0.023519312366288844,-0.1030069843784934,-0.18943286099098752,-0.6298681193488637,0.22562419747535292,1.1543081665463537,0.0016022350415753179,0.4842315554527761,-0.40172214685832225,-0.8322839862738322,0.09309690474738788,0.11402399396321562,0.6998781294248653
-1.043610052920427,-0.25940177084192384,-0.5265905988591537,-0.5504853855742002,-0.09295203460862836,0.03290021966199937,-0.09475643541748119,0.008103754956181035,0.1201946929096942,0.5661663518429275,-0.023552551365509083,1.0817620685218663,0.23200390661031559,0.16927099544152674,-0.820121748512345
0.027916869981561437,0.044041875297314854,-0.047625631481030405,0.7922120627459428,0.19539137107159538,0.10396025837269424,0.28276580485684455,-0.412464125955891,0.1578191881930808,0.5731716438850417,-0.4553984083712754,0.4800523793579759,-0.47444854287115085,-0.15203233650778555,-0.6693437047045597
0.030242532786532834,0.29537309959676705,-0.20347766730233183,0.0955324927298103,0.2934070418012431,0.14660336976004798,0.10931570047546381,-0.14001343563838178,-0.06471188749662932,-0.004552204085936816,0.2828933638610627,0.12061823441124603,-0.9023419896855507,-0.4426744788232265,0.459062485279444
-0.43278480051853796,0.6453417402844183,0.014137779714855081,0.16721158424358948,0.8225235158179017,0.44918082146078664,0.40269629238735233,-0.12893801496109739,-0.5335999034098681,-0.16435942363299993,0.6904202505069825,-0.1396546324335732,-0.6172592236606917,-0.1074912682366521,0.006316037300034405
-0.12670012387912413,-0.02715951931898527,-0.6056886305845947,0.03900406811269837,-0.37909768989929904,-0.25384732466115534,0.18764808040049824,0.6283696365986501,0.3920074991086133,0.2530712906412143,0.0721094667757929,0.9461962067997736,-0.3055874543759907,0.40617142176665283,0.7079396728299059
0.6839999376342246,0.7670386008264424,0.19902820580000832,-0.5274389942544355,-0.41779400291517726,0.315711452083972,0.4313467606092371,-0.3954121217115865,-0.4723913379357703,-0.4586350530197615,0.4965344664329548,-0.08825527988806636,0.0926050844335767,-0.3777039180923492,-0.6762212097481933
-0.22346272564927303,-0.3114595121672369,0.5162115845007041,-0.3221158354620461,-0.45264435998857677,-0.19488612715644155,0.3369743592665301,-0.053815463319939534,0.26012875158558885,-0.6024741427463528,-0.8152798703734044,-0.13160540571363746,-0.6775688462886262,0.5364108708160481,0.18679002365269423
0.38505901561774647,-0.7278403785156748,-0.22481624323617042,-0.8378644225727493,-0.21696703099980108,-0.03608029046525044,0.18791651284446467,-0.07602561004741398,-0.20261685008547486,0.20739874590760593,0.25907398008330584,0.23337393673893472,-1.0369736739896926,0.8333410093509748,0.7730870914768606
-0.21739782011336495,-0.08097016819273595,0.15845268914573687,-0.17093421775651793,0.9497177550206789,0.24442222505814648,0.08399723739404374,0.28484418592512767,0.20212302790116035,0.6637220268635358,-0.3381386538655384,-0.7924521101936022,0.014630333331660007,-0.43355709444429263,0.088753714707454
-1.109051740550364,-0.6484444937860611,0.47809434305874954,-0.865536108461913,-0.5545483386163964,-0.3346988885036647,0.2069718717946842,0.777994102485895,-0.6568614056243653,0.09764752557968176,-0.4165593314048058,-0.06748274289425928,-0.2046835934765994,0.024913303403621485,-0.022564676006718493
0.5720482504593734,0.292218096786593,-0.789268503209205,-0.2271919773681109,-0.3844100653638542,0.17246472740796448,-0.4892939237402743,0.46464600851533056,-0.8349732603075486,0.24939786722516233,-0.18831771447100984,-0.04647180228474401,-0.5072353668612124,0.16327377730932333,0.4392080801218737
-0.6220181319822515,-0.24382078485251163,-1.3940347215313706,0.17359635308545335,0.3076786578037984,-0.08870242194412489,0.8719748855808238,-0.5196662974705191,-0.5825084183522167,-0.15354182049439632,0.041302000720003465,0.2734967337391461,-0.34431382629997564,1.106225295562723,0.41669406136368026
0.2475050073616863,-0.83009471803971,-0.2792571963276978,-0.3319935447604273,-0.508198125668871,-0.06077831144561736,-0.054670124650728937,0.40185596465373724,0.4044101138764527,0.5515228034268549,-1.1620268103380857,-0.5618277348489057,-0.033152758465046,0.016405966860193896,-0.8077851440334087
-0.26898297592898224,0.22017284028856549,-0.3681405329430655,0.05910929266399384,-0.1600985639825757,0.20878401017465795,0.23743534598138283,-0.5405419397830084,0.4338269113456458,-0.36374820111344064,0.08915356858618523,0.23731415554654364,0.3080258793325494,0.5527108030469889,-0.14032667544676883
0.27548332533697273,-1.435413762108744,-0.15960286033479532,-0.03699208633064667,-0.5167031902561723,0.9247443504407883,-0.1276623675438565,0.06277184213204935,0.338689635189151,0.7114527160667047,-0.14604697720836995,0.21352610175955025,0.8733398016823314,-0.6792356383412381,-0.3615020467150149
0.5708601663688283,0.4421930057964143,-0.4514148987049034,0.7845050197334295,0.3294537435227095,-0.564094185508527,-0.9558753724437484,-0.4142135234600674,0.3844649940899945,-0.1840332245033272,-0.1385900298065047,0.023720403012352412,0.6956731287147913,0.039368545211479485,0.7728294678495324
-0.3129618993540374,-0.5418100843346413,-0.5854321258124616,-0.45518165867397636,0.3867055105315865,-0.01876274718202295,-0.6811713502561991,-0.0832802727635312,0.593879609797775,0.03508901789482974,0.12406465041852559,-0.2615253951097216,-0.10632145442281962,0.02175977125708124,-0.33716695230396937
-0.2523028760976346,0.49634668376122404,-0.48680218808113834,-1.1187234715505148,-0.3523623986659247,-0.9010962277304797,-0.4279125928239255,-0.5784845738418031,0.44725465046848534,0.7578881298508475,-0.506637800422897,-0.49978912219724736,-0.5265964112008843,0.5183102226485247,0.8464418110399364
-0.3507760050899375,0.3271463195155646,-0.07724019066530224,-0.9267094072514356,-0.07250134930371921,-0.6081660657448424,-0.3704873552510681,-0.24216725368723746,0.24996076400706776,-0.2792965812631835,-1.3581399140623032,-0.12803488821608483,-0.2731826560066812,0.037692859294846816,-0.3165235834367623
0.5374113940183881,0.11121218939809771,0.6135895115956522,-0.5721634473706252,-0.0248981533526097,-0.3690967684938092,-0.3757002178206054,0.10346590196123041,-1.4632451298685218,0.18740954591941136,-0.852970686332857,-0.6158521320597033,-0.5593836762569265,0.509340662495485,-0.0020736263330391816
-0.09160799369196532,-0.9728659910396564,-0.16693257061474134,-0.5437015485196166,0.21485469747902242,0.24331097035062696,0.4669154311740305,-0.09579154392291044,0.49275607057748627,0.5570028474926814,0.7824451809510448,-0.4320829030084883,0.08041159855780824,-0.4924750302632473,0.335620782480701
0.27036778972421777,-0.5740234229752509,0.6106854250605388,0.35241017825829096,-0.38714469033617194,-0.2776960691471215,-0.00015908595768464735,-0.6565973856958677,-1.4568588804389992,0.5113542278339225,-0.22204344185234792,-0.266570548062775,0.1902218940739207,0.36317309949802506,0.1892538784085328
-0.3626768176400106,-0.0016637944300879118,-1.196486488233714,-0.6274956895509259,-0.5684707589563005,-1.404073373687539,0.17809091123097864,0.6269171809955266,-0.09953028740790709,-0.02402598966376553,1.0694044156467684,0.3814749050055848,0.8305193674178488,-0.09277528031996014,0.8322270406787051
0.5807033794861156,0.18568946329422023,0.32699380336419354,-1.12704193160265,-0.8329627548700315,0.40483276300478166,1.4075327893691563,-0.28786878097187824,-0.11081386735068528,-0.43875972622681647,-0.6779708244182929,0.21936608334149713,-0.45469602364192074,0.01657410163390784,-0.1923865824230487
