timestamp,rms_value
2026-01-01 00:00:00,1.9959035768392497
2026-01-02 00:00:00,1.875985730543201
2026-01-03 00:00:00,1.9406621949230818
2026-01-04 00:00:00,1.887813382737561
2026-01-05 00:00:00,2.127771247841357
2026-01-06 00:00:00,1.9029147227952818
2026-01-07 00:00:00,1.9906941329388586
2026-01-08 00:00:00,1.920044680363287
2026-01-09 00:00:00,1.9896100861388295
2026-01-10 00:00:00,2.130721571012965
2026-01-11 00:00:00,1.9847443345703821
2026-01-12 00:00:00,1.8537114588324377
2026-01-13 00:00:00,2.062097003838571
2026-01-14 00:00:00,1.9537671495110402
2026-01-15 00:00:00,2.0620587130323473
2026-01-16 00:00:00,1.9994900079601925
2026-01-17 00:00:00,2.103723489325096
2026-01-18 00:00:00,1.81464334608731
2026-01-19 00:00:00,2.040388103575737
2026-01-20 00:00:00,2.043560130399978
2026-01-21 00:00:00,2.0686670570066346
2026-01-22 00:00:00,2.037217444662674
2026-01-23 00:00:00,1.903334136777918
2026-01-24 00:00:00,1.997647733947883
2026-01-25 00:00:00,1.8262353564746543
2026-01-26 00:00:00,2.171797814889436
2026-01-27 00:00:00,2.138508863057021
2026-01-28 00:00:00,1.885111769733647
2026-01-29 00:00:00,2.0930500563443437
2026-01-30 00:00:00,2.0437424548231666
2026-01-31 00:00:00,2.012376162920644
2026-02-01 00:00:00,2.0440462091399727
2026-02-02 00:00:00,2.063157320558089
2026-02-03 00:00:00,1.9955321864832636
2026-02-04 00:00:00,2.1003662882283374
2026-02-05 00:00:00,1.9799210788999686
2026-02-06 00:00:00,2.0477031098001337
2026-02-07 00:00:00,1.8916849278253947
2026-02-08 00:00:00,1.9256200544955373
2026-02-09 00:00:00,2.034316053575047
2026-02-10 00:00:00,2.1191314410271125
2026-02-11 00:00:00,1.9252325517350102
2026-02-12 00:00:00,2.078667014804554
2026-02-13 00:00:00,2.097995453242757
2026-02-14 00:00:00,2.1185361701179963
2026-02-15 00:00:00,2.2194945520462004
2026-02-16 00:00:00,2.08479334352952
2026-02-17 00:00:00,1.9597088266514189
2026-02-18 00:00:00,1.9127101178875257
2026-02-19 00:00:00,1.900408618135987
2026-02-20 00:00:00,2.1220460632001528
2026-02-21 00:00:00,2.217157099758007
2026-02-22 00:00:00,1.9915959773225442
2026-02-23 00:00:00,2.045710458611377
2026-02-24 00:00:00,1.8418991078295455
2026-02-25 00:00:00,1.986399125388497
2026-02-26 00:00:00,2.203766459150695
2026-02-27 00:00:00,1.894345713839303
2026-02-28 00:00:00,1.9025871534590064
2026-03-01 00:00:00,1.907009702582487
2026-03-02 00:00:00,1.8494762044424606
2026-03-03 00:00:00,2.2127301439939964
2026-03-04 00:00:00,2.1213844604089718
2026-03-05 00:00:00,2.049732830122831
2026-03-06 00:00:00,2.038595081604395
2026-03-07 00:00:00,2.009685536799555
2026-03-08 00:00:00,1.8447932434724392
2026-03-09 00:00:00,1.8189322531953238
2026-03-10 00:00:00,1.8502102456368599
2026-03-11 00:00:00,1.9166887014507625
2026-03-12 00:00:00,2.0835798856894363
2026-03-13 00:00:00,2.0564354960209594
2026-03-14 00:00:00,2.127117800820463
2026-03-15 00:00:00,2.0555336859717634
2026-03-16 00:00:00,2.04499859236395
2026-03-17 00:00:00,1.999208319222659
2026-03-18 00:00:00,1.9290481553669494
2026-03-19 00:00:00,1.8972868314863103
2026-03-20 00:00:00,2.0899583315037336
2026-03-21 00:00:00,2.1580964609222524
2026-03-22 00:00:00,2.0020065589223024
2026-03-23 00:00:00,2.0311458544448695
2026-03-24 00:00:00,1.9188077645309636
2026-03-25 00:00:00,2.060312052152434
2026-03-26 00:00:00,1.9313422281666253
2026-03-27 00:00:00,2.025800060686449
2026-03-28 00:00:00,2.067744492412495
2026-03-29 00:00:00,1.995768061874611
2026-03-30 00:00:00,2.05288010854163
2026-03-31 00:00:00,1.9461971119912556
2026-04-01 00:00:00,2.090995418828548
2026-04-02 00:00:00,1.902667187197706
2026-04-03 00:00:00,2.0547052357421802
2026-04-04 00:00:00,1.9847093558549402
2026-04-05 00:00:00,1.944861182888538
2026-04-06 00:00:00,2.179876933011921
2026-04-07 00:00:00,1.9849923605491222
2026-04-08 00:00:00,2.0518601767230322
2026-04-09 00:00:00,1.9081322489627677
2026-04-10 00:00:00,1.9931033510920293
2026-04-11 00:00:00,1.955235686693603
2026-04-12 00:00:00,2.1468296427990285
2026-04-13 00:00:00,2.0145940847294135
2026-04-14 00:00:00,2.0005421836269033
2026-04-15 00:00:00,2.0676771384368235
2026-04-16 00:00:00,2.0684606526662526
2026-04-17 00:00:00,2.0273647044399277
2026-04-18 00:00:00,2.061830276134124
2026-04-19 00:00:00,2.0001721763769686
2026-04-20 00:00:00,2.0838475975611965
2026-04-21 00:00:00,1.8985223861479112
2026-04-22 00:00:00,2.1103025050511035
2026-04-23 00:00:00,2.0680325463419487
2026-04-24 00:00:00,1.8785439687236438
2026-04-25 00:00:00,1.98364554926016
2026-04-26 00:00:00,1.946428170618572
2026-04-27 00:00:00,1.8887971779297008
2026-04-28 00:00:00,2.012697797052432
2026-04-29 00:00:00,2.104696829194224
2026-04-30 00:00:00,2.2010183923156847
2026-05-01 00:00:00,2.2810729388470743
2026-05-02 00:00:00,1.9803231999754622
2026-05-03 00:00:00,1.9384932959015988
2026-05-04 00:00:00,1.9892806958524245
2026-05-05 00:00:00,2.112134050171139
2026-05-06 00:00:00,1.9801224235174901
2026-05-07 00:00:00,1.963488644757554
2026-05-08 00:00:00,2.1001624695926933
2026-05-09 00:00:00,1.8762020369431345
2026-05-10 00:00:00,1.7765909143763148
2026-05-11 00:00:00,1.9675067362443774
2026-05-12 00:00:00,1.8319804680045495
2026-05-13 00:00:00,2.0555851681088098
2026-05-14 00:00:00,2.0331941636440654
2026-05-15 00:00:00,1.8985916226876323
2026-05-16 00:00:00,2.041781482489497
2026-05-17 00:00:00,2.108883644592231
2026-05-18 00:00:00,2.148211973528375
2026-05-19 00:00:00,2.087605342136011
2026-05-20 00:00:00,1.99017984263373
2026-05-21 00:00:00,1.946518543555491
2026-05-22 00:00:00,2.096359388391588
2026-05-23 00:00:00,1.9363815790407992
2026-05-24 00:00:00,1.85485544904405
2026-05-25 00:00:00,2.056827211588085
2026-05-26 00:00:00,1.909684562398963
2026-05-27 00:00:00,1.9292313556965368
2026-05-28 00:00:00,1.873777684729986
2026-05-29 00:00:00,1.9658970345283904
2026-05-30 00:00:00,1.952828964231483
2026-05-31 00:00:00,1.2499285464862102
2026-06-01 00:00:00,2.396115677133482
2026-06-02 00:00:00,1.2525995601798015
2026-06-03 00:00:00,2.5078743093413967
2026-06-04 00:00:00,2.52366681752106
2026-06-05 00:00:00,1.967343537493653
2026-06-06 00:00:00,2.740046253029038
2026-06-07 00:00:00,2.2359872025621748
2026-06-08 00:00:00,2.3070282132217574
2026-06-09 00:00:00,1.9552402706297383
2026-06-10 00:00:00,1.7983126094425304
2026-06-11 00:00:00,3.1687743491433635
2026-06-12 00:00:00,2.334031752477498
2026-06-13 00:00:00,2.297512854746152
2026-06-14 00:00:00,2.014607058232186
2026-06-15 00:00:00,1.9861490896830913
2026-06-16 00:00:00,1.8223963264385634
2026-06-17 00:00:00,1.672433593632675
2026-06-18 00:00:00,3.339962895339953
2026-06-19 00:00:00,2.697707022129099
2026-06-20 00:00:00,1.2599965297971532
2026-06-21 00:00:00,1.9178920098641608
2026-06-22 00:00:00,2.292290698181887
2026-06-23 00:00:00,1.9805366311355346
2026-06-24 00:00:00,2.171045211496669
2026-06-25 00:00:00,2.295489574804328
2026-06-26 00:00:00,1.2314684062606802
2026-06-27 00:00:00,2.537060053215426
2026-06-28 00:00:00,3.2096249927851024
2026-06-29 00:00:00,1.8445472695173997
2026-06-30 00:00:00,4.009181650503591
2026-07-01 00:00:00,1.9395115936413567
2026-07-02 00:00:00,2.0800230921258613
2026-07-03 00:00:00,3.5303937020751968
2026-07-04 00:00:00,2.443776886249727
2026-07-05 00:00:00,2.312035737325008
2026-07-06 00:00:00,1.3042945003754671
2026-07-07 00:00:00,2.2670030010305573
2026-07-08 00:00:00,1.7815287616034798
2026-07-09 00:00:00,-0.28026098899887497
2026-07-10 00:00:00,1.2809602320781344
2026-07-11 00:00:00,1.7104868011078138
2026-07-12 00:00:00,1.5258115060379307
2026-07-13 00:00:00,2.114100344245055
2026-07-14 00:00:00,1.1876526021053946
2026-07-15 00:00:00,2.407263536801982
2026-07-16 00:00:00,2.391945014764925
2026-07-17 00:00:00,1.5600832465475432
2026-07-18 00:00:00,2.2211059081636813
2026-07-19 00:00:00,0.6685380943069466
